1711919098.5148065,-4.149973392486572e-06,-0.00022798776626586914,-0.0002662539482116699,-0.29044136,-0.027042555,-25.0
time,x,y,z,fx,fy,fz
1711919098.5253167,-4.149973392486572e-06,-0.00022798776626586914,-0.0002662539482116699,-0.29044154,-0.027041482,-25.0
time,x,y,z,fx,fy,fz
1711919098.5353267,4.123896360397339e-06,-0.00022342801094055176,-0.00026707351207733154,-0.29043874,-0.027064655,-25.0
time,x,y,z,fx,fy,fz
1711919098.5453076,4.123896360397339e-06,-0.00022342801094055176,-0.00026707351207733154,-0.29043892,-0.027063848,-25.0
time,x,y,z,fx,fy,fz
1711919098.5551815,1.2308359146118164e-05,-0.00021870434284210205,-0.0002680569887161255,-0.29043093,-0.027114695,-25.0
time,x,y,z,fx,fy,fz
1711919098.5649695,1.2308359146118164e-05,-0.00021870434284210205,-0.0002680569887161255,-0.29043102,-0.027114352,-25.0
time,x,y,z,fx,fy,fz
1711919098.5749297,-2.905726432800293e-06,-0.00023259222507476807,-0.000277593731880188,-0.2904206,-0.02717699,-25.0
time,x,y,z,fx,fy,fz
1711919098.5846493,-2.905726432800293e-06,-0.00023259222507476807,-0.000277593731880188,-0.29042053,-0.027176945,-25.0
time,x,y,z,fx,fy,fz
1711919098.5948088,5.0961971282958984e-06,-0.0002279132604598999,-0.0002788752317428589,-0.2904279,-0.027142674,-25.0
time,x,y,z,fx,fy,fz
1711919098.6063192,5.0961971282958984e-06,-0.0002279132604598999,-0.0002788752317428589,-0.2904281,-0.027141316,-25.0
time,x,y,z,fx,fy,fz
1711919098.6163292,-8.281320333480835e-06,-0.00024077296257019043,-0.0002884119749069214,-0.2904258,-0.027158512,-25.0
time,x,y,z,fx,fy,fz
1711919098.626486,-8.281320333480835e-06,-0.00024077296257019043,-0.0002884119749069214,-0.2904258,-0.027158512,-25.0
time,x,y,z,fx,fy,fz
1711919098.6363716,-8.281320333480835e-06,-0.00024077296257019043,-0.0002884119749069214,-0.29042572,-0.027158828,-25.0
time,x,y,z,fx,fy,fz
1711919098.646133,-2.123415470123291e-07,-0.00023637712001800537,-0.00028970837593078613,-0.29041114,-0.027245214,-25.0
time,x,y,z,fx,fy,fz
1711919098.656346,-2.123415470123291e-07,-0.00023637712001800537,-0.00028970837593078613,-0.29041114,-0.027245214,-25.0
time,x,y,z,fx,fy,fz
1711919098.6674254,-2.123415470123291e-07,-0.00023637712001800537,-0.00028970837593078613,-0.29041103,-0.027245836,-25.0
time,x,y,z,fx,fy,fz
1711919098.6773446,7.614493370056152e-06,-0.00023196637630462646,-0.0002907663583755493,-0.29041195,-0.02724728,-25.0
time,x,y,z,fx,fy,fz
1711919098.6873152,7.614493370056152e-06,-0.00023196637630462646,-0.0002907663583755493,-0.29041186,-0.027247785,-25.0
time,x,y,z,fx,fy,fz
1711919098.6973286,-5.163252353668213e-06,-0.0002443939447402954,-0.0002997070550918579,-0.2904041,-0.027292872,-25.0
time,x,y,z,fx,fy,fz
1711919098.707358,-5.163252353668213e-06,-0.0002443939447402954,-0.0002997070550918579,-0.29040414,-0.027293079,-25.0
time,x,y,z,fx,fy,fz
1711919098.7173254,2.6226043701171875e-06,-0.0002403855323791504,-0.00030063092708587646,-0.2904087,-0.027272694,-25.0
time,x,y,z,fx,fy,fz
1711919098.7271411,2.6226043701171875e-06,-0.0002403855323791504,-0.00030063092708587646,-0.29040882,-0.027272303,-25.0
time,x,y,z,fx,fy,fz
1711919098.7369752,-9.331852197647095e-06,-0.00025241076946258545,-0.0003092437982559204,-0.29040483,-0.027301483,-25.0
time,x,y,z,fx,fy,fz
1711919098.7473788,-9.331852197647095e-06,-0.00025241076946258545,-0.0003092437982559204,-0.29040495,-0.027301067,-25.0
time,x,y,z,fx,fy,fz
1711919098.7583427,-9.331852197647095e-06,-0.00025241076946258545,-0.0003092437982559204,-0.29040515,-0.027301643,-25.0
time,x,y,z,fx,fy,fz
1711919098.769116,-2.275407314300537e-05,-0.00032924115657806396,-0.00046731531620025635,-0.29039395,-0.027585128,-25.0
time,x,y,z,fx,fy,fz
1711919098.7798703,-2.275407314300537e-05,-0.00032924115657806396,-0.00046731531620025635,-0.29039395,-0.027585128,-25.0
time,x,y,z,fx,fy,fz
1711919098.7906265,-2.275407314300537e-05,-0.00032924115657806396,-0.00046731531620025635,-0.29039395,-0.027585128,-25.0
time,x,y,z,fx,fy,fz
1711919098.802422,-2.275407314300537e-05,-0.00032924115657806396,-0.00046731531620025635,-0.290394,-0.027584853,-25.0
time,x,y,z,fx,fy,fz
1711919098.813568,-1.4834105968475342e-05,-0.00032576918601989746,-0.0004692971706390381,-0.29039508,-0.027585616,-25.0
time,x,y,z,fx,fy,fz
1711919098.824373,-1.4834105968475342e-05,-0.00032576918601989746,-0.0004692971706390381,-0.29039508,-0.027585333,-25.0
time,x,y,z,fx,fy,fz
1711919098.835149,-2.8830021619796753e-05,-0.0003379732370376587,-0.0004771798849105835,-0.29040024,-0.027559545,-25.0
time,x,y,z,fx,fy,fz
1711919098.846112,-2.8830021619796753e-05,-0.0003379732370376587,-0.0004771798849105835,-0.2904001,-0.02756036,-25.0
time,x,y,z,fx,fy,fz
1711919098.8567228,-1.9729137420654297e-05,-0.0003343522548675537,-0.00047950446605682373,-0.29042548,-0.02742858,-25.0
time,x,y,z,fx,fy,fz
1711919098.8673332,-1.9729137420654297e-05,-0.0003343522548675537,-0.00047950446605682373,-0.2904253,-0.027428875,-25.0
time,x,y,z,fx,fy,fz
1711919098.8780673,-3.2316893339157104e-05,-0.00034621357917785645,-0.0004874318838119507,-0.290416,-0.027483648,-25.0
time,x,y,z,fx,fy,fz
1711919098.8888338,-3.2316893339157104e-05,-0.00034621357917785645,-0.0004874318838119507,-0.29041606,-0.027483381,-25.0
time,x,y,z,fx,fy,fz
1711919098.899938,-2.3931264877319336e-05,-0.00034311413764953613,-0.0004897713661193848,-0.29042286,-0.027455693,-25.0
time,x,y,z,fx,fy,fz
1711919098.9108968,-2.3931264877319336e-05,-0.00034311413764953613,-0.0004897713661193848,-0.29042268,-0.027456537,-25.0
time,x,y,z,fx,fy,fz
1711919098.9211216,-1.551210880279541e-05,-0.00033989548683166504,-0.0004921406507492065,-0.2904245,-0.0274558,-25.0
time,x,y,z,fx,fy,fz
1711919098.9319408,-1.551210880279541e-05,-0.00033989548683166504,-0.0004921406507492065,-0.2904245,-0.027455933,-25.0
time,x,y,z,fx,fy,fz
1711919098.942887,-2.7295202016830444e-05,-0.00035093724727630615,-0.0005000084638595581,-0.29041255,-0.027526956,-25.0
time,x,y,z,fx,fy,fz
1711919098.9540255,-2.7295202016830444e-05,-0.00035093724727630615,-0.0005000084638595581,-0.2904125,-0.027527275,-25.0
time,x,y,z,fx,fy,fz
1711919098.9648318,-1.8980354070663452e-05,-0.00034755468368530273,-0.0005026757717132568,-0.290415,-0.02752349,-25.0
time,x,y,z,fx,fy,fz
1711919098.975438,-1.8980354070663452e-05,-0.00034755468368530273,-0.0005026757717132568,-0.29041478,-0.027524643,-25.0
time,x,y,z,fx,fy,fz
1711919098.9859648,-3.0003488063812256e-05,-0.0003578066825866699,-0.0005107372999191284,-0.2904042,-0.027588684,-25.0
time,x,y,z,fx,fy,fz
1711919098.996931,-3.0003488063812256e-05,-0.0003578066825866699,-0.0005107372999191284,-0.29040414,-0.027588924,-25.0
time,x,y,z,fx,fy,fz
1711919099.0075576,-2.2638589143753052e-05,-0.00035475194454193115,-0.0005132406949996948,-0.29039916,-0.027623285,-25.0
time,x,y,z,fx,fy,fz
1711919099.0183358,-2.2638589143753052e-05,-0.00035475194454193115,-0.0005132406949996948,-0.29039907,-0.02762403,-25.0
time,x,y,z,fx,fy,fz
1711919099.0291898,-1.4536082744598389e-05,-0.0003512948751449585,-0.0005160272121429443,-0.29040354,-0.027609421,-25.0
time,x,y,z,fx,fy,fz
1711919099.039633,-1.4536082744598389e-05,-0.0003512948751449585,-0.0005160272121429443,-0.29040366,-0.027608808,-25.0
time,x,y,z,fx,fy,fz
1711919099.0504336,-3.063678741455078e-05,-0.0003644973039627075,-0.0005241632461547852,-0.2903834,-0.027721966,-25.0
time,x,y,z,fx,fy,fz
1711919099.062544,-3.063678741455078e-05,-0.0003644973039627075,-0.0005241632461547852,-0.2903836,-0.027721254,-25.0
time,x,y,z,fx,fy,fz
1711919099.074355,-2.2720545530319214e-05,-0.0003611147403717041,-0.0005266815423965454,-0.29038844,-0.027702445,-25.0
time,x,y,z,fx,fy,fz
1711919099.0859315,-2.2720545530319214e-05,-0.0003611147403717041,-0.0005266815423965454,-0.29038855,-0.027702339,-25.0
time,x,y,z,fx,fy,fz
1711919099.0967138,-3.791600465774536e-05,-0.0003736764192581177,-0.0005345046520233154,-0.29038367,-0.02773191,-25.0
time,x,y,z,fx,fy,fz
1711919099.1074991,-3.791600465774536e-05,-0.0003736764192581177,-0.0005345046520233154,-0.2903837,-0.027732035,-25.0
time,x,y,z,fx,fy,fz
1711919099.1179862,-3.0063092708587646e-05,-0.0003704279661178589,-0.0005370229482650757,-0.29038104,-0.027753098,-25.0
time,x,y,z,fx,fy,fz
1711919099.1285138,-3.0063092708587646e-05,-0.0003704279661178589,-0.0005370229482650757,-0.29038104,-0.027753098,-25.0
time,x,y,z,fx,fy,fz
1711919099.1391819,-3.0063092708587646e-05,-0.0003704279661178589,-0.0005370229482650757,-0.2903812,-0.02775254,-25.0
time,x,y,z,fx,fy,fz
1711919099.1498003,-2.2023916244506836e-05,-0.0003671497106552124,-0.000539630651473999,-0.29039997,-0.027659656,-25.0
time,x,y,z,fx,fy,fz
1711919099.161493,-2.2023916244506836e-05,-0.0003671497106552124,-0.000539630651473999,-0.29040006,-0.027660206,-25.0
time,x,y,z,fx,fy,fz
1711919099.173831,-3.612786531448364e-05,-0.0003790557384490967,-0.0005472302436828613,-0.29038578,-0.027742317,-25.0
time,x,y,z,fx,fy,fz
1711919099.1860764,-3.612786531448364e-05,-0.0003790557384490967,-0.0005472302436828613,-0.29038566,-0.027743489,-25.0
time,x,y,z,fx,fy,fz
1711919099.198112,-2.8137117624282837e-05,-0.0003755837678909302,-0.0005498528480529785,-0.29039845,-0.027682155,-25.0
time,x,y,z,fx,fy,fz
1711919099.2095654,-2.8137117624282837e-05,-0.0003755837678909302,-0.0005498528480529785,-0.29039854,-0.027682323,-25.0
time,x,y,z,fx,fy,fz
1711919099.2208686,-4.120916128158569e-05,-0.00038680434226989746,-0.000557631254196167,-0.29039714,-0.027692145,-25.0
time,x,y,z,fx,fy,fz
1711919099.230913,-4.120916128158569e-05,-0.00038680434226989746,-0.000557631254196167,-0.29039687,-0.027693175,-25.0
time,x,y,z,fx,fy,fz
1711919099.2432313,-3.376975655555725e-05,-0.0003838837146759033,-0.0005601495504379272,-0.2904115,-0.027619809,-25.0
time,x,y,z,fx,fy,fz
1711919099.2546139,-3.376975655555725e-05,-0.0003838837146759033,-0.0005601495504379272,-0.29041162,-0.02761934,-25.0
time,x,y,z,fx,fy,fz
1711919099.2650437,-2.5443732738494873e-05,-0.0003806501626968384,-0.0005628764629364014,-0.29041517,-0.027610404,-25.0
time,x,y,z,fx,fy,fz
1711919099.2750218,-2.5443732738494873e-05,-0.0003806501626968384,-0.0005628764629364014,-0.29041517,-0.027609976,-25.0
time,x,y,z,fx,fy,fz
1711919099.2850742,-3.748387098312378e-05,-0.00039139389991760254,-0.0005700886249542236,-0.29041153,-0.027632399,-25.0
time,x,y,z,fx,fy,fz
1711919099.295191,-3.748387098312378e-05,-0.00039139389991760254,-0.0005700886249542236,-0.2904115,-0.027632795,-25.0
time,x,y,z,fx,fy,fz
1711919099.307314,-2.9109418392181396e-05,-0.0003881603479385376,-0.0005724877119064331,-0.29041627,-0.027616289,-25.0
time,x,y,z,fx,fy,fz
1711919099.3172095,-2.9109418392181396e-05,-0.0003881603479385376,-0.0005724877119064331,-0.29041633,-0.027615642,-25.0
time,x,y,z,fx,fy,fz
1711919099.3270807,-4.5534223318099976e-05,-0.0004015415906906128,-0.0005797445774078369,-0.2904138,-0.027629072,-25.0
time,x,y,z,fx,fy,fz
1711919099.337002,-4.5534223318099976e-05,-0.0004015415906906128,-0.0005797445774078369,-0.29041377,-0.027628232,-25.0
time,x,y,z,fx,fy,fz
1711919099.3469355,-3.695860505104065e-05,-0.0003984123468399048,-0.000582277774810791,-0.29044467,-0.027467813,-25.0
time,x,y,z,fx,fy,fz
1711919099.3568165,-3.695860505104065e-05,-0.0003984123468399048,-0.000582277774810791,-0.29044467,-0.027467813,-25.0
time,x,y,z,fx,fy,fz
1711919099.3668156,-3.695860505104065e-05,-0.0003984123468399048,-0.000582277774810791,-0.29044458,-0.027468035,-25.0
time,x,y,z,fx,fy,fz
1711919099.3766806,-2.810731530189514e-05,-0.00039520859718322754,-0.0005850046873092651,-0.29044026,-0.027501725,-25.0
time,x,y,z,fx,fy,fz
1711919099.386688,-2.810731530189514e-05,-0.00039520859718322754,-0.0005850046873092651,-0.29044023,-0.027501732,-25.0
time,x,y,z,fx,fy,fz
1711919099.3965225,-4.320591688156128e-05,-0.0004078894853591919,-0.0005925297737121582,-0.29043272,-0.027545422,-25.0
time,x,y,z,fx,fy,fz
1711919099.4070797,-4.320591688156128e-05,-0.0004078894853591919,-0.0005925297737121582,-0.29043278,-0.02754512,-25.0
time,x,y,z,fx,fy,fz
1711919099.417761,-3.4477561712265015e-05,-0.00040453672409057617,-0.0005955547094345093,-0.29043216,-0.027559891,-25.0
time,x,y,z,fx,fy,fz
1711919099.4281616,-3.4477561712265015e-05,-0.00040453672409057617,-0.0005955547094345093,-0.29043216,-0.027559632,-25.0
time,x,y,z,fx,fy,fz
1711919099.4380608,-4.944950342178345e-05,-0.0004167705774307251,-0.0006028860807418823,-0.29042533,-0.027597612,-25.0
time,x,y,z,fx,fy,fz
1711919099.4487305,-4.944950342178345e-05,-0.0004167705774307251,-0.0006028860807418823,-0.29042542,-0.027597815,-25.0
time,x,y,z,fx,fy,fz
1711919099.4580626,-3.98978590965271e-05,-0.00041325390338897705,-0.0006062537431716919,-0.29043263,-0.027568525,-25.0
time,x,y,z,fx,fy,fz
1711919099.467307,-3.98978590965271e-05,-0.00041325390338897705,-0.0006062537431716919,-0.29043263,-0.027568525,-25.0
time,x,y,z,fx,fy,fz
1711919099.4764712,-3.98978590965271e-05,-0.00041325390338897705,-0.0006062537431716919,-0.29043266,-0.027569234,-25.0
time,x,y,z,fx,fy,fz
1711919099.4856517,-3.1910836696624756e-05,-0.0004103928804397583,-0.000608980655670166,-0.29045123,-0.027474923,-25.0
time,x,y,z,fx,fy,fz
1711919099.4948657,-3.1910836696624756e-05,-0.0004103928804397583,-0.000608980655670166,-0.29045132,-0.027474098,-25.0
time,x,y,z,fx,fy,fz
1711919099.5052452,-4.493445158004761e-05,-0.000422060489654541,-0.0006163269281387329,-0.2904348,-0.02756606,-25.0
time,x,y,z,fx,fy,fz
1711919099.5173051,-4.493445158004761e-05,-0.000422060489654541,-0.0006163269281387329,-0.2904347,-0.027566742,-25.0
time,x,y,z,fx,fy,fz
1711919099.526488,-3.611668944358826e-05,-0.0004193931818008423,-0.0006196051836013794,-0.29043245,-0.027588027,-25.0
time,x,y,z,fx,fy,fz
1711919099.5357625,-3.611668944358826e-05,-0.0004193931818008423,-0.0006196051836013794,-0.29043263,-0.027587725,-25.0
time,x,y,z,fx,fy,fz
1711919099.5450544,-4.8395246267318726e-05,-0.00043073296546936035,-0.0006271153688430786,-0.29041198,-0.027704094,-25.0
time,x,y,z,fx,fy,fz
1711919099.5546992,-4.8395246267318726e-05,-0.00043073296546936035,-0.0006271153688430786,-0.2904121,-0.02770374,-25.0
time,x,y,z,fx,fy,fz
1711919099.5640223,-3.900378942489624e-05,-0.0004280507564544678,-0.0006310641765594482,-0.29041696,-0.027688252,-25.0
time,x,y,z,fx,fy,fz
1711919099.5735016,-3.900378942489624e-05,-0.0004280507564544678,-0.0006310641765594482,-0.290417,-0.027687944,-25.0
time,x,y,z,fx,fy,fz
1711919099.5837903,-3.0431896448135376e-05,-0.00042572617530822754,-0.0006348341703414917,-0.29041165,-0.027728027,-25.0
time,x,y,z,fx,fy,fz
1711919099.5945945,-3.0431896448135376e-05,-0.00042572617530822754,-0.0006348341703414917,-0.29041183,-0.027727142,-25.0
time,x,y,z,fx,fy,fz
1711919099.6050782,-4.207342863082886e-05,-0.00043676793575286865,-0.0006426125764846802,-0.29040524,-0.02776719,-25.0
time,x,y,z,fx,fy,fz
1711919099.614932,-4.207342863082886e-05,-0.00043676793575286865,-0.0006426125764846802,-0.2904051,-0.027767483,-25.0
time,x,y,z,fx,fy,fz
1711919099.6244245,-3.361701965332031e-05,-0.0004344731569290161,-0.0006463229656219482,-0.2904072,-0.027767554,-25.0
time,x,y,z,fx,fy,fz
1711919099.6338468,-3.361701965332031e-05,-0.0004344731569290161,-0.0006463229656219482,-0.290407,-0.027768511,-25.0
time,x,y,z,fx,fy,fz
1711919099.643768,-5.069747567176819e-05,-0.0004481971263885498,-0.0006534159183502197,-0.29040462,-0.027781682,-25.0
time,x,y,z,fx,fy,fz
1711919099.6541996,-5.069747567176819e-05,-0.0004481971263885498,-0.0006534159183502197,-0.29040465,-0.0277818,-25.0
time,x,y,z,fx,fy,fz
1711919099.6637626,-4.237145185470581e-05,-0.0004458874464035034,-0.0006567239761352539,-0.29039198,-0.027861075,-25.0
time,x,y,z,fx,fy,fz
1711919099.6734648,-4.237145185470581e-05,-0.0004458874464035034,-0.0006567239761352539,-0.29039204,-0.027860437,-25.0
time,x,y,z,fx,fy,fz
1711919099.6830208,-3.4149736166000366e-05,-0.0004436075687408447,-0.0006598085165023804,-0.29040095,-0.02782197,-25.0
time,x,y,z,fx,fy,fz
1711919099.692705,-3.4149736166000366e-05,-0.0004436075687408447,-0.0006598085165023804,-0.290401,-0.027821943,-25.0
time,x,y,z,fx,fy,fz
1711919099.702195,-4.9579888582229614e-05,-0.0004565119743347168,-0.0006665885448455811,-0.2903955,-0.027851192,-25.0
time,x,y,z,fx,fy,fz
1711919099.7115035,-4.9579888582229614e-05,-0.0004565119743347168,-0.0006665885448455811,-0.29039553,-0.027851425,-25.0
time,x,y,z,fx,fy,fz
1711919099.720623,-4.1227787733078e-05,-0.0004545152187347412,-0.0006696879863739014,-0.29040202,-0.027823724,-25.0
time,x,y,z,fx,fy,fz
1711919099.7298434,-4.1227787733078e-05,-0.0004545152187347412,-0.0006696879863739014,-0.29040214,-0.027824143,-25.0
time,x,y,z,fx,fy,fz
1711919099.739052,-5.562976002693176e-05,-0.0004671812057495117,-0.0006764084100723267,-0.29038578,-0.027915692,-25.0
time,x,y,z,fx,fy,fz
1711919099.748347,-5.562976002693176e-05,-0.0004671812057495117,-0.0006764084100723267,-0.29038575,-0.027915338,-25.0
time,x,y,z,fx,fy,fz
1711919099.757459,-4.7437846660614014e-05,-0.00046528875827789307,-0.0006799846887588501,-0.29038167,-0.027948488,-25.0
time,x,y,z,fx,fy,fz
1711919099.7666273,-4.7437846660614014e-05,-0.00046528875827789307,-0.0006799846887588501,-0.29038146,-0.027948992,-25.0
time,x,y,z,fx,fy,fz
1711919099.7757697,-3.932788968086243e-05,-0.00046344101428985596,-0.0006838887929916382,-0.2903732,-0.028005367,-25.0
time,x,y,z,fx,fy,fz
1711919099.7850835,-3.932788968086243e-05,-0.00046344101428985596,-0.0006838887929916382,-0.29037088,-0.028009305,-25.0
time,x,y,z,fx,fy,fz
1711919099.7943616,-0.0002395622432231903,-0.0007799863815307617,-0.001219034194946289,-0.29020217,-0.029579582,-25.0
time,x,y,z,fx,fy,fz
1711919099.8041708,-0.0002395622432231903,-0.0007799863815307617,-0.001219034194946289,-0.29020217,-0.029579634,-25.0
time,x,y,z,fx,fy,fz
1711919099.8134844,-0.0002328231930732727,-0.0007787793874740601,-0.0012242048978805542,-0.290208,-0.029560199,-25.0
time,x,y,z,fx,fy,fz
1711919099.8231354,-0.0002328231930732727,-0.0007787793874740601,-0.0012242048978805542,-0.29020804,-0.02956044,-25.0
time,x,y,z,fx,fy,fz
1711919099.832404,-0.0002260655164718628,-0.0007774531841278076,-0.001229122281074524,-0.29020384,-0.02959643,-25.0
time,x,y,z,fx,fy,fz
1711919099.8415728,-0.0002260655164718628,-0.0007774531841278076,-0.001229122281074524,-0.29020384,-0.02959651,-25.0
time,x,y,z,fx,fy,fz
1711919099.8507442,-0.0002380870282649994,-0.0007848143577575684,-0.0012321174144744873,-0.2901918,-0.029659254,-25.0
time,x,y,z,fx,fy,fz
1711919099.8600297,-0.0002380870282649994,-0.0007848143577575684,-0.0012321174144744873,-0.29019183,-0.02965928,-25.0
time,x,y,z,fx,fy,fz
1711919099.869326,-0.00023173540830612183,-0.0007832944393157959,-0.0012370795011520386,-0.29018137,-0.029726015,-25.0
time,x,y,z,fx,fy,fz
1711919099.878577,-0.00023173540830612183,-0.0007832944393157959,-0.0012370795011520386,-0.29018134,-0.02972591,-25.0
time,x,y,z,fx,fy,fz
1711919099.8876636,-0.00024378299713134766,-0.0007904022932052612,-0.001239478588104248,-0.2901811,-0.029723262,-25.0
time,x,y,z,fx,fy,fz
1711919099.896931,-0.00024378299713134766,-0.0007904022932052612,-0.001239478588104248,-0.29018134,-0.029722076,-25.0
time,x,y,z,fx,fy,fz
1711919099.9061065,-0.00023728609085083008,-0.0007887482643127441,-0.0012443512678146362,-0.29020265,-0.029620493,-25.0
time,x,y,z,fx,fy,fz
1711919099.9153028,-0.00023728609085083008,-0.0007887482643127441,-0.0012443512678146362,-0.29020274,-0.029620105,-25.0
time,x,y,z,fx,fy,fz
1711919099.9245245,-0.00023056194186210632,-0.0007870197296142578,-0.0012493878602981567,-0.29020613,-0.029613279,-25.0
time,x,y,z,fx,fy,fz
1711919099.9344327,-0.00023056194186210632,-0.0007870197296142578,-0.0012493878602981567,-0.29020596,-0.029614395,-25.0
time,x,y,z,fx,fy,fz
1711919099.943906,-0.00024648383259773254,-0.0007953643798828125,-0.0012501776218414307,-0.29022077,-0.029524535,-25.0
time,x,y,z,fx,fy,fz
1711919099.9533036,-0.00024648383259773254,-0.0007953643798828125,-0.0012501776218414307,-0.29022056,-0.02952537,-25.0
time,x,y,z,fx,fy,fz
1711919099.9628186,-0.00024008005857467651,-0.0007938295602798462,-0.0012549161911010742,-0.2902373,-0.029448008,-25.0
time,x,y,z,fx,fy,fz
1711919099.9723082,-0.00024008005857467651,-0.0007938295602798462,-0.0012549161911010742,-0.29023728,-0.029448142,-25.0
time,x,y,z,fx,fy,fz
1711919099.981462,-0.0002546347677707672,-0.0008014887571334839,-0.0012562870979309082,-0.29023018,-0.029479079,-25.0
time,x,y,z,fx,fy,fz
1711919099.9907956,-0.0002546347677707672,-0.0008014887571334839,-0.0012562870979309082,-0.29023033,-0.029478708,-25.0
time,x,y,z,fx,fy,fz
1711919100.0000129,-0.0002474449574947357,-0.0007996112108230591,-0.0012620240449905396,-0.2902245,-0.029523676,-25.0
time,x,y,z,fx,fy,fz
1711919100.0094926,-0.0002474449574947357,-0.0007996112108230591,-0.0012620240449905396,-0.29022464,-0.029523216,-25.0
time,x,y,z,fx,fy,fz
1711919100.0203762,-0.00024041533470153809,-0.0007977038621902466,-0.0012677013874053955,-0.29021916,-0.02956429,-25.0
time,x,y,z,fx,fy,fz
1711919100.0297236,-0.00024041533470153809,-0.0007977038621902466,-0.0012677013874053955,-0.29021916,-0.02956429,-25.0
time,x,y,z,fx,fy,fz
1711919100.03901,-0.00024041533470153809,-0.0007977038621902466,-0.0012677013874053955,-0.29021916,-0.02956429,-25.0
time,x,y,z,fx,fy,fz
1711919100.0482242,-0.00024041533470153809,-0.0007977038621902466,-0.0012677013874053955,-0.2902193,-0.029563857,-25.0
time,x,y,z,fx,fy,fz
1711919100.057304,-0.0002544112503528595,-0.0008050501346588135,-0.001269027590751648,-0.29020894,-0.029611135,-25.0
time,x,y,z,fx,fy,fz
1711919100.0665143,-0.0002544112503528595,-0.0008050501346588135,-0.001269027590751648,-0.2902089,-0.029612137,-25.0
time,x,y,z,fx,fy,fz
1711919100.0756452,-0.0002475455403327942,-0.0008033961057662964,-0.00127449631690979,-0.29020107,-0.029665867,-25.0
time,x,y,z,fx,fy,fz
1711919100.085391,-0.0002475455403327942,-0.0008033961057662964,-0.00127449631690979,-0.29020122,-0.029665638,-25.0
time,x,y,z,fx,fy,fz
1711919100.094836,-0.0002608560025691986,-0.0008103698492050171,-0.0012761056423187256,-0.29019344,-0.029701926,-25.0
time,x,y,z,fx,fy,fz
1711919100.104175,-0.0002608560025691986,-0.0008103698492050171,-0.0012761056423187256,-0.29019365,-0.02970082,-25.0
time,x,y,z,fx,fy,fz
1711919100.1135056,-0.000254165381193161,-0.0008084923028945923,-0.0012817084789276123,-0.29019752,-0.029694738,-25.0
time,x,y,z,fx,fy,fz
